Nodes	Activity
SMARCB1	0
SMARCC1	0
SMARCD1	0
SMARCD3	0
SMARCE1	0
SMC2	0
SMC4	0
SMCR8	0
SMG1	0
SMO	0
SMPD1	0
SMURF1	0
SMURF2	0
SMYD2	0
SNAI1	0
SNAI2	0
SNAP25	0
SNCA	0
SNCB	0
SND1	0
SNIP1	0
SNTA1	0
SNW1	0
SNX1	0
SNX2	0
SNX9	0
SOCS1	0
SOCS2	0
SOCS3	0
SOCS4	0
SOCS5	0
SOCS6	0
SOCS7	0
SOD1	0
SORBS1	0
SORBS2	0
SORT1	0
SOS1	0
SOS2	0
SOST	0
SOX17	0
SOX2	0
SOX3	0
SP1	0
SP2	0
SP4	0
SPAG9	0
SPATA13	0
SPC24	0
SPC25	0
SPDYA	0
SPDYC	0
SPDYE1	0
SPDYE16	0
SPDYE2	0
SPDYE2B	0
SPDYE3	0
SPDYE4	0
SPDYE5	0
SPDYE6	0
SPEN	0
SPHK2	0
SPHKAP	0
SPI1	0
SPINT1	0
SPINT2	0
SPOCK3	0
SPOP	0
SPP1	0
SPRED1	0
SPRY1	0
SPRY2	0
SPRY4	0
SQSTM1	0
SRA1	0
SRC	0
SREBF1	0
SREBF2	0
SRF	0
SRGAP1	0
SRGAP3	0
SRI	0
SRPK1	0
SRPK2	0
SRSF10	0
SRSF3	0
SRSF7	0
SS18L1	0
SSB	0
SSH1	0
SSH2	0
SSH3	0
SST	0
SSTR1	0
SSTR2	0
SSTR5	0
ST13	0
STAM	0
STAM2	0
STAMBP	0
STAT1	0
STAT2	0
STAT4	0
STAT5A	0
STAT5B	0
STAT6	1
STIL	0
STIM1	0
STIM2	0
STK10	0
STK11	0
STK17A	0
STK24	0
STK26	0
STK3	0
STK36	0
STK39	0
STK4	0
STMN1	0
STRADA	0
STRADB	0
STRAP	0
STRN	0
STUB1	0
STX1A	0
STX4	0
STXBP1	0
STXBP4	0
STYX	0
SUCNR1	0
SUFU	0
SUGT1	0
SUMF2	0
SUMO1	0
SUMO2	0
SURF1	0
SUV39H1	0
SVIP	0
SYCP3	0
SYK	0
SYNGAP1	0
SYNJ1	0
TAB1	0
TAB2	0
TAB3	0
TAC1	0
TACO1	0
TACR1	0
TACR2	0
TACR3	0
TADA2B	0
TAF1	0
TAL1	0
TANK	0
TAOK1	0
TAOK2	0
TAOK3	0
TARBP2	0
TAS1R1	0
TAS1R2	0
TAS1R3	0
TAX1BP1	0
TBC1D1	0
TBC1D10A	0
TBC1D10B	0
TBC1D10C	0
TBC1D13	0
TBC1D15	0
TBC1D16	0
TBC1D2	0
TBC1D24	0
TBC1D25	0
TBC1D4	0
TBC1D7	0
TBK1	0
TBKBP1	0
TBL1X	0
TBL1XR1	0
TBP	0
TBX2	0
TBX21	0
TBXA2R	0
TCEA1	0
TCF3	0
TCF7L1	0
TCF7L2	0
TCL1A	0
TCL1B	0
TCP1	0
TDGF1	0
TDP2	0
TEC	0
TEK	0
TELO2	0
TERF2	0
TESK1	0
TESK2	0
TET2	0
TET3	0
TEX15	0
TF	0
TFAP2A	1
TFAP4	0
TFDP1	0
TFDP2	0
TFE3	0
TFF1	0
TFF2	0
TFF3	0
TFG	0
TFPI	0
TFPT	0
TGFA	0
TGFB1	-1
TGFB1I1	0
TGFB2	0
TGFB3	0
TGFBR1	0
TGFBR2	0
TGIF1	0
TGM2	0
THBD	0
THBS1	0
THBS2	0
THBS3	0
THBS4	0
THEM4	0
THPO	0
THRA	0
THRAP3	0
THRB	0
THY1	0
TIAM1	0
TIAM2	0
TICAM1	0
TICAM2	0
TIMELESS	0
TIMP3	0
TIRAP	0
TJP2	0
TKFC	0
TLE1	0
TLE2	0
TLE3	0
TLE4	0
TLK1	0
TLN1	0
TLN2	0
TLR1	0
TLR2	0
TLR3	0
TLR4	0
TLR5	0
TLR6	0
TLR7	0
TLR9	0
TLX1	0
TMED10	0
TMED2	0
TMED5	0
TMED7~TICAM2	0
TMEM173	0
TMEM189~UBE2V1	0
TMEM27	0
TNC	0
TNF	0
TNFAIP3	0
TNFRSF10A	0
TNFRSF10B	0
TNFRSF10C	0
TNFRSF10D	0
TNFRSF11A	0
TNFRSF11B	0
TNFRSF12A	0
TNFRSF13C	0
TNFRSF1A	0
TNFRSF1B	0
TNFRSF21	0
TNFRSF25	0
TNFRSF6B	0
TNFSF10	0
TNFSF11	0
TNFSF12	0
TNFSF13	0
TNFSF13B	0
TNFSF14	0
TNFSF15	0
TNFSF18	0
TNFSF4	0
TNFSF8	0
TNFSF9	0
TNIK	0
TNIP2	0
TNK2	0
TNKS	0
TNKS2	0
TNN	0
TNR	0
TNS3	0
TNXB	0
TOLLIP	0
TOP1	0
TOPBP1	0
TOPORS	0
TOR1A	0
TOR2A	0
TP53BP1	0
TP53BP2	0
TP53INP1	0
TP53INP2	0
TP53RK	0
TP73	0
TPBG	0
TPR	0
TPTE	0
TPX2	0
TRADD	0
TRAF1	0
TRAF2	0
TRAF3	0
TRAF4	0
TRAF5	0
TRAF6	0
TRAF7	0
TRAP1	0
TRAV3	0
TREX1	0
TRHR	0
TRIB3	0
TRIM11	0
TRIM21	0
TRIM24	0
TRIM25	0
TRIM27	0
TRIM28	0
TRIM33	0
TRIO	0
TRIP10	0
TRIP11	0
TRIP6	0
TRPC3	0
TRPM7	0
TRPV4	0
TRRAP	0
TSC1	0
TSC2	0
TSC22D3	0
TSG101	0
TSHB	0
TSHR	0
TSLP	0
TSPAN7	0
TSSK4	0
TST	0
TTBK1	0
TTC21B	0
TTC5	0
TTC8	0
TTF1	0
TTF2	0
TTK	0
TTL	0
TUBB	0
TWIST1	0
TXK	0
TXN	0
TXNIP	0
TXNRD1	0
TYK2	0
TYRO3	0
TYROBP	0
U2AF2	0
UBASH3B	0
UBB	0
UBC	0
UBE2A	0
UBE2D1	0
UBE2D2	0
UBE2D3	0
UBE2I	0
UBE2L3	0
UBE2N	0
UBE2O	0
UBE2T	0
UBE2V1	0
UBE3A	0
UBE4B	0
UBIAD1	0
UBQLN1	0
UBQLN2	0
UBR1	0
UBR2	0
UBR5	0
UBTF	0
UBXN6	0
UCHL1	0
UCHL5	0
UFD1	0
UHMK1	0
UIMC1	0
ULBP1	0
ULBP2	0
ULBP3	0
ULK1	0
ULK2	0
UNC13B	0
UNC5A	0
UNC5B	0
URM1	0
USF2	0
USP1	0
USP13	0
USP2	0
USP24	0
USP28	0
USP4	0
USP42	0
USP6	0
USP6NL	0
USP7	0
USP8	0
USP9X	0
UVRAG	0
VAMP1	0
VAMP2	0
VAMP3	0
VAMP4	0
VASP	0
VAV1	0
VAV2	0
VAV3	0
VCAM1	0
VCL	0
VCP	0
VDR	0
VEGFA	0
VEGFB	0
VEGFC	0
VEGFD	0
VHL	0
VIP	0
VIPR2	0
VLDLR	0
VPS28	0
VPS37A	0
VPS37B	0
VPS37C	0
VPS37D	0
VPS4A	0
VPS4B	0
VRK1	0
VRK2	0
VRK3	0
VTA1	0
VTN	0
VWF	0
WAS	0
WASF1	0
WASF2	0
WASF3	0
WASL	0
WDR24	0
WDR48	0
WDR59	0
WDR77	0
WDR83	0
WEE1	0
WEE2	0
WFS1	0
WIF1	0
WNK1	0
WNK2	0
WNK3	0
WNK4	0
WNT1	0
WNT10A	0
WNT10B	0
WNT11	0
WNT16	0
WNT2	0
WNT2B	0
WNT3	0
WNT3A	0
WNT4	0
WNT5A	0
WNT5B	0
WNT6	0
WNT7A	0
WNT7B	0
WNT8A	0
WNT8B	0
WNT9A	0
WNT9B	0
WRAP53	0
WRN	0
WSB1	0
WT1	0
WTIP	0
WWOX	0
WWP1	0
WWTR1	0
XAF1	0
XBP1	0
XCL1	0
XCL2	0
XCR1	0
XIAP	0
XPO1	0
XRCC5	0
XRCC6	0
XXYLT1	0
YAP1	0
YES1	0
YKT6	0
YWHAB	0
YWHAE	0
YWHAG	0
YWHAH	0
YWHAQ	0
YWHAZ	0
ZAP70	0
ZBP1	0
ZBTB17	0
ZBTB33	0
ZFP36	0
ZFP91	0
ZFYVE28	0
ZFYVE9	0
ZIC1	0
ZIC3	0
ZMIZ1	0
ZNF274	0
ZNF521	0
ZNF76	0
ZNRF3	0
ZSCAN10	0
ZW10	0
ZWILCH	0
ZWINT	0
ZYX	0
BMP1	0
ALYREF	0
CASC3	0
CDC40	0
CHTOP	0
CPSF1	0
CPSF2	0
CPSF3	0
CPSF4	0
DHX38	0
EIF4A3	0
GEMIN2	0
GEMIN4	0
GEMIN5	0
GEMIN6	0
GEMIN7	0
GEMIN8	0
KPNA1	0
MAGOH	0
MAGOHB	0
NXF1	0
NXF2	0
NXT1	0
PHAX	0
RBM8A	0
RNPS1	0
SARNP	0
SLBP	0
SLU7	0
SMN1	0
SNRPB	0
SNRPD1	0
SNRPD2	0
SNRPD3	0
SNRPE	0
SNRPF	0
SNRPG	0
SNUPN	0
SRRM1	0
SRSF1	0
SRSF11	0
SRSF2	0
SRSF4	0
SRSF5	0
SRSF6	0
SRSF9	0
SYMPK	0
THOC1	0
THOC2	0
THOC3	0
THOC5	0
THOC6	0
THOC7	0
U2AF1L4	0
U2AF1L5	0
UPF3B	0
WDR33	0
ZC3H11A	0
PNPLA2	0
ACTR3	0
APBB1	0
CAT	0
ENAH	0
GPX1	0
LASP1	0
PLSCR1	0
PSMA7	0
RAD52	0
SPTLC1	0
YTHDC1	0
LGALS3	0
SIVA1	0
GULP1	0
TERT	0
CETN2	0
COPS2	0
COPS3	0
COPS4	0
COPS6	0
COPS7A	0
COPS7B	0
COPS8	0
CUL4A	0
CUL4B	0
GPS1	0
RAD23B	0
XPC	0
CAP1	0
VIPR1	0
SFTPB	0
SFTPC	0
MLXIPL	0
ADA	0
GNAL	0
CLDN1	0
SIPA1	0
NOX1	0
NOX3	0
SRCAP	0
SLC4A4	0
AHR	0
TGS1	0
GCH1	0
ATXN1	0
CDCA7	0
CREB3	0
CREB3L1	0
CREB3L2	0
CREB3L3	0
CREB3L4	0
CREB5	0
DLX5	0
FOXO6	0
GLI2	0
HK1	0
ILF3	0
METTL1	0
MXD1	0
NCF1	0
PDCD4	0
PDE3B	0
PFKFB2	0
PFKFB3	0
PHF20	0
SP7	0
TTC3	0
VIM	0
ZFP36L1	0
RB1CC1	0
ULK3	0
AGO2	0
TBX3	0
TIE1	0
GPIHBP1	0
PCSK6	0
PCSK5	0
ITPR1	0
ITPR2	0
ITPR3	0
BANF1	0
CPLX1	0
PPFIA1	0
PPFIA2	0
PPFIA3	0
PPFIA4	0
RAB3A	0
SLC18A2	0
SYT1	0
TSPOAP1	0
PFN2	0
PFN3	0
PFN4	0
SDC3	0
LCAT	0
APOA2	0
APOA4	0
LDLR	0
PSIP1	0
SORL1	0
CETP	0
GAPDH	0
MAPK4	0
NAE1	0
HOXB13	0
PA2G4	0
REL	0
SPDEF	0
SRY	0
TCF4	0
ZNF318	0
CLTA	0
CLTB	0
COPA	0
KDELR2	0
KDELR3	0
BIN1	0
CLTCL1	0
CPE	0
EXOC1	0
EXOC5	0
EXOC6	0
EXOC7	0
FCHO1	0
FCHO2	0
KLC1	0
NECAP1	0
REPS1	0
SGIP1	0
SLC2A4	0
TBCD	0
TUBB1	0
TUBB2A	0
TUBB2B	0
TUBB3	0
TUBB4A	0
TUBB4B	0
TUBB6	0
SLC1A1	0
SLC1A2	0
SLC1A3	0
SLC1A6	0
SLC1A7	0
BHLHE40	0
GLI1	0
GFRA3	0
CDH3	0
TBX1	0
ASIC1	0
ASIC2	0
ASIC3	0
ASIC5	0
ATRN	0
LNPEP	0
VCPKMT	0
DDIT3	0
EXOSC6	0
EXOSC7	0
SETD1B	0
SETDB2	0
SUV39H2	0
ATG16L2	0
ATG3	0
ATG14	0
BLM	0
CCDC6	0
DCLRE1C	0
EXO1	0
FBXO31	0
NFAT5	0
PNKP	0
RFWD2	0
RNF20	0
RNF40	0
RRM2B	0
SMC1A	0
SMC3	0
TDP1	0
TERF1	0
XRCC4	0
ZNF148	0
TNNI3	0
FANCI	0
POLH	0
XPA	0
CPEB1	0
CPEB2	0
CPEB3	0
CPEB4	0
DLGAP5	0
MAP9	0
MAPRE3	0
TACC3	0
OAZ1	0
CKAP2	0
DES	0
NCAPD2	0
NCAPG	0
NCAPH	0
NINL	0
NSUN2	0
TNS2	0
AIFM1	0
BMP3	0
GDF10	0
GDF15	0
GDF3	0
GDF9	0
MSTN	0
TGFBR3	0
VDAC1	0
ARL6	0
SSTR3	0
BCKDHA	0
BOK	0
PYGO1	0
GOSR2	0
STX5	0
SMPD3	0
TRPV6	0
HIST2H2AA3	0
HIST2H2AA4	0
NKX2~5	0
SOSTDC1	0
TRPC1	0
TRPC4	0
TRPC5	0
TRPC6	0
LBP	0
AGK	0
AKAP9	0
FAM131B	0
KIAA1549	0
PAPSS1	0
MLH1	0
PMS2	0
MAP2	0
TUBG1	0
HOXB9	0
CHAF1A	0
SNAP23	0
GLIS2	0
PER3	0
C2	0
C4A	0
C4B	0
IGHV7~81	0
IGLV1~36	0
IGLV10~54	0
IGLV11~55	0
IGLV2~18	0
IGLV2~33	0
IGLV3~12	0
IGLV3~16	0
IGLV3~21	0
IGLV3~22	0
IGLV4~3	0
IGLV4~60	0
IGLV4~69	0
IGLV5~37	0
IGLV5~45	0
IGLV7~46	0
IGLV8~61	0
EXOC8	0
MYH2	0
MYH4	0
MYO1C	0
MYO5A	0
C3AR1	0
CR1	0
C5AR1	0
C5AR2	0
CNGA1	0
CNGA2	0
CNGA4	0
CNGB1	0
FKBP1B	0
PDE1A	0
PDE1B	0
PDE1C	0
PYGB	0
PYGL	0
PYGM	0
RYR1	0
RYR2	0
SCN1B	0
SCN5A	0
SCN8A	0
SLC8A1	0
SLC8A2	0
SLC8A3	0
TRDN	0
CACNA1B	0
CACNA1C	0
CACNA1D	0
CACNA1F	0
CACNA1S	0
CACNA2D1	0
CACNA2D2	0
CACNA2D3	0
CACNA2D4	0
CACNB1	0
CACNB2	0
CACNB3	0
CACNB4	0
CACNG1	0
CACNG2	0
CACNG3	0
CACNG4	0
CACNG5	0
CACNG6	0
CACNG7	0
CACNG8	0
CALD1	0
CHAT	0
ETS2	0
GFPT1	0
GRIA4	0
GRIN2B	0
ITGB1BP1	0
ITPKA	0
LIPE	0
MEF2B	0
PDE3A	0
PDE4A	0
PDE4B	0
PDE4C	0
PDE4D	0
SCN4B	0
SCN7A	0
SLC6A3	0
TH	0
TRPV1	0
KCNJ11	0
HNRNPL	0
PHB2	0
FPR2	0
MLC1	0
SPTAN1	0
GTF2A1	0
GTF3A	0
EIF3A	0
PTBP1	0
ACIN1	0
ACTA1	0
DFFB	0
GAS2	0
PARP2	0
PARP3	0
PARP4	0
RFC1	0
SPTA1	0
SATB1	0
PLIN1	0
ZNF652	0
CD3EAP	0
ERCC3	0
GTF2H1	0
GTF2H2	0
GTF2H3	0
GTF2H4	0
GTF2H5	0
POLR1A	0
POLR1B	0
POLR1C	0
POLR1D	0
POLR1E	0
TAF1A	0
TAF1B	0
TAF1C	0
TAF1D	0
TWISTNB	0
ZNRD1	0
ZEB2	0
HIST1H2BA	0
DPP4	0
GOLGA2	0
GORASP1	0
RAB1A	0
INSM1	0
RRN3	0
HLA~DQB2	0
HLA~DRB3	0
HLA~DRB5	0
TRAC	0
TRBC1	0
TRBV12~3	0
BGN	0
SFTPA1	0
VCAN	0
SH2D1B	0
FYB1	0
PDCD1	0
CD2	0
C9	0
CD27	0
IREB2	0
CDCA3	0
RPS27A	0
UBA52	0
ABLIM1	0
ABLIM2	0
ABLIM3	0
ACTA2	0
ACTBL2	0
ACTC1	0
ACTG2	0
CDC42EP5	0
PARD6B	0
PARD6G	0
POTEKP	0
TNFAIP8	0
POLA1	0
POLA2	0
POLE	0
POLE2	0
POLE3	0
POLE4	0
PRIM1	0
PRIM2	0
HNRNPM	0
ESCO1	0
FMN1	0
KIFC3	0
MGAT3	0
TJP1	0
GJA1	0
CEP55	0
CUX1	0
ERF	0
FOXK2	0
GJD2	0
KAT7	0
KIF11	0
KIF22	0
LBR	0
MAP4	0
MPLKIP	0
NUSAP1	0
PIK3C2A	0
PITPNM1	0
PLEC	0
PRDX1	0
PTHLH	0
RPS3	0
RRM2	0
SAMHD1	0
SYN3	0
TK1	0
UBA1	0
USP16	0
ZC3HC1	0
ANAPC15	0
ANAPC16	0
ARID4A	0
CDX2	0
COIL	0
CROCC	0
HIRA	0
ID2	0
ID3	0
LIG3	0
SF3B1	0
TFCP2	0
UBE2E1	0
ZBTB16	0
LIN9	0
CORO1A	0
CRMP1	0
DPYSL2	0
DPYSL3	0
EPRS	0
STXBP2	0
SYN1	0
SUPT5H	0
UBE2C	0
PTGES3	0
MED15	0
MED22	0
MED4	0
CEBPG	0
CFC1	0
HSD17B3	0
HSD3B1	0
HSD3B2	0
TPO	0
XRCC1	0
PKN2	0
PKN3	0
IRF7	0
RFX5	0
RFXANK	0
RFXAP	0
RBPJL	0
ANO1	0
ANO10	0
ANO2	0
ANO3	0
ANO4	0
ANO5	0
ANO6	0
ANO7	0
ANO8	0
ANO9	0
BEST1	0
TTYH3	0
CRLF1	0
IL11RA	0
IL13RA2	0
NRCAM	0
MMP13	0
GP6	0
CD47	0
ND1	0
ND2	0
ND3	0
ND4	0
ND5	0
ND6	0
NDUFA1	0
NDUFA10	0
NDUFA11	0
NDUFA12	0
NDUFA13	0
NDUFA2	0
NDUFA3	0
NDUFA5	0
NDUFA6	0
NDUFA7	0
NDUFA8	0
NDUFA9	0
NDUFAB1	0
NDUFB1	0
NDUFB10	0
NDUFB11	0
NDUFB2	0
NDUFB3	0
NDUFB4	0
NDUFB5	0
NDUFB6	0
NDUFB7	0
NDUFB8	0
NDUFB9	0
NDUFC1	0
NDUFC2	0
NDUFS1	0
NDUFS2	0
NDUFS3	0
NDUFS4	0
NDUFS5	0
NDUFS6	0
NDUFS7	0
NDUFS8	0
NDUFV1	0
NDUFV2	0
NDUFV3	0
MRGPRX2	0
SSTR4	0
COX1	0
COX2	0
COX3	0
COX4I1	0
COX5A	0
COX5B	0
COX6A1	0
COX6B1	0
COX6C	0
COX7A2L	0
COX7B	0
COX7C	0
COX8A	0
NDUFA4	0
HIST1H1E	0
KLF1	0
NPAS2	0
ZFHX3	0
IGHG1	0
IGHG2	0
IGHG3	0
IGHG4	0
CRYGC	0
CRYGD	0
CRYGS	0
CRYBB1	0
CRYBB3	0
CTPS2	0
FOXG1	0
HNRNPC	0
RHOB	0
PRH1	0
UHRF1	0
COL4A3BP	0
ABCC1	0
ANP32B	0
CAPZA1	0
CBX1	0
CBX5	0
CD5	0
CDC34	0
CORO1C	0
CTDP1	0
DEK	0
EIF2S2	0
EXOSC9	0
FHOD3	0
HCFC2	0
HMGN1	0
IKZF1	0
MAP1B	0
MAZ	0
MME	0
MYH9	0
NPHP1	0
PDCD5	0
PDCL	0
PKD2	0
POU2F3	0
PRPF3	0
RNF7	0
SHOX	0
SPIB	0
SPTBN1	0
SSRP1	0
STARD10	0
TNFAIP1	0
TOP2A	0
TTI1	0
UBE2R2	0
PAPOLA	0
TCF7	0
LPIN1	0
CA9	0
PITX2	0
DNM3	0
CTU2	0
ACKR3	0
EIF4E1B	0
EIF4E2	0
RNF31	0
SHARPIN	0
FDX1	0
ARF5	0
RPL13A	0
AIRE	0
FOXL2	0
CDH4	0
MAL	0
KIF5B	0
DPH1	0
DPH2	0
DPH3	0
EEF2	0
FAU	0
RPL10A	0
RPL12	0
RPL13	0
RPL14	0
RPL15	0
RPL17	0
RPL18	0
RPL18A	0
RPL19	0
RPL21	0
RPL22	0
RPL23	0
RPL23A	0
RPL24	0
RPL27	0
RPL27A	0
RPL28	0
RPL29	0
RPL3	0
RPL30	0
RPL31	0
RPL32	0
RPL34	0
RPL35	0
RPL35A	0
RPL36	0
RPL36A	0
RPL37	0
RPL37A	0
RPL38	0
RPL39	0
RPL4	0
RPL41	0
RPL6	0
RPL7	0
RPL7A	0
RPL8	0
RPL9	0
RPLP0	0
RPLP1	0
RPLP2	0
RPS10	0
RPS11	0
RPS12	0
RPS13	0
RPS14	0
RPS15	0
RPS15A	0
RPS16	0
RPS17	0
RPS18	0
RPS19	0
RPS2	0
RPS20	0
RPS21	0
RPS23	0
RPS24	0
RPS25	0
RPS26	0
RPS27	0
RPS28	0
RPS29	0
RPS3A	0
RPS4X	0
RPS4Y1	0
RPS5	0
RPS7	0
RPS8	0
RPS9	0
RPSA	0
GIPC1	0
FIS1	0
GJB2	0
IKZF3	0
DPM1	0
DUOX2	0
PI4K2B	0
CCDC88C	0
EDA2R	0
EDAR	0
SLC9A3	0
KCNJ2	0
ELN	0
EPB41	0
GSTP1	0
SLC5A1	0
HOXB1	0
RBBP5	0
MARS	0
EIF2S3	0
EIF4A2	0
EIF3B	0
EIF3C	0
EIF3D	0
EIF3E	0
EIF3G	0
EIF3H	0
EIF3J	0
EIF3K	0
EIF3L	0
EIF3M	0
EIF4H	0
PTGS2	0
AQR	0
ERCC8	0
ISY1	0
PPIE	0
PRPF19	0
UVSSA	0
XAB2	0
ZNF830	0
HIST1H1A	0
DCP1A	0
FLI1	0
MN1	0
NAP1L1	0
NOC2L	0
PLAG1	0
PLAGL2	0
ASF1A	0
H1F0	0
UBN1	0
NECAP2	0
NEIL1	0
ERP29	0
PDIA4	0
PDIA6	0
TXNDC5	0
REC8	0
SMC1B	0
DDX54	0
MPG	0
NCOA7	0
TRIM59	0
TUBA1A	0
TUBA1C	0
PNRC2	0
AQP3	0
AQP5	0
F11	0
F13A1	0
F13B	0
F8	0
F7	0
F10	0
CRY2	0
DTL	0
NEDD8	0
PLA2G4A	0
SPHK1	0
DPYSL5	0
GIP	0
SCN10A	0
SCN11A	0
SCN1A	0
SCN4A	0
SLC2A1	0
LDHA	0
SYNCRIP	0
ASZ1	0
DDX4	0
MAEL	0
MOV10L1	0
PIWIL2	0
PIWIL4	0
TDRD1	0
TDRD12	0
TDRD9	0
TDRKH	0
BATF3	0
OTX2	0
MAFA	0
RORC	0
ARHGAP33	0
GIT2	0
GRIN2A	0
MED28	0
SLAMF1	0
SGMS1	0
UGCG	0
GALR2	0
NKX2~1	0
M6PR	0
GFRA2	0
MED12	0
PLA2G10	0
PLA2G12A	0
PLA2G12B	0
PLA2G1B	0
PLA2G2A	0
PLA2G2D	0
PLA2G2E	0
PLA2G2F	0
PLA2G3	0
PLA2G4B	0
PLA2G4C	0
PLA2G4D	0
PLA2G4E	0
PLA2G4F	0
PLA2G5	0
PLA2G6	0
RASA2	0
ADCY10	0
KCNJ5	0
KCNJ6	0
KCNJ9	0
KCNJ12	0
KCNJ14	0
KCNJ4	0
CNGA3	0
CNGB3	0
AMFR	0
APLN	0
APLNR	0
CNR2	0
FPR3	0
GALR1	0
GALR3	0
GPR17	0
GPR18	0
GPR55	0
HEBP1	0
HRH3	0
HRH4	0
INSL5	0
MCHR1	0
MCHR2	0
NMU	0
NMUR1	0
NMUR2	0
NPB	0
NPBWR1	0
NPBWR2	0
NPW	0
NPY2R	0
NPY4R	0
NPY5R	0
OPRK1	0
OPRL1	0
OXER1	0
OXGR1	0
P2RY13	0
P2RY14	0
P2RY4	0
PDYN	0
PENK	0
PNOC	0
PTGDR2	0
RLN3	0
RNR2	0
RXFP3	0
RXFP4	0
TAS2R1	0
TAS2R10	0
TAS2R13	0
TAS2R14	0
TAS2R16	0
TAS2R19	0
TAS2R20	0
TAS2R3	0
TAS2R30	0
TAS2R31	0
TAS2R38	0
TAS2R39	0
TAS2R4	0
TAS2R40	0
TAS2R41	0
TAS2R42	0
TAS2R43	0
TAS2R45	0
TAS2R46	0
TAS2R5	0
TAS2R50	0
TAS2R60	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
GRK7	0
GRIN1	0
GRIN2C	0
GRIN2D	0
GRIN3A	0
GRIN3B	0
HOMER1	0
MAFB	0
ACLY	0
BCL2L12	0
DDX21	0
FBXO4	0
GPHN	0
HIST1H1B	0
HNRNPD	0
MNX1	0
MYBBP1A	0
NACA	0
NEFH	0
RBM38	0
SMARCA5	0
SNCAIP	0
SPAG5	0
GUCY2C	0
TUBA1B	0
TUBA3C	0
TUBA3E	0
TUBA4A	0
TUBA8	0
TUBAL3	0
CD163	0
ADAM15	0
FCGR1A	0
HCRTR1	0
HCRTR2	0
SNAI3	0
ZNF385A	0
CRTC1	0
MAFK	0
RAI1	0
RORA	0
HES6	0
NEUROG3	0
ZNF197	0
RNF168	0
KIR2DS1	0
KIR2DS2	0
KIR2DS3	0
KIR2DS4	0
KIR2DS5	0
KIR3DL3	0
KLRC4	0
LILRB1	0
POU3F1	0
CNTRL	0
MARCO	0
MSR1	0
KMT2C	0
PBX3	0
CD9	0
HSPA4	0
GPR37	0
GPR37L1	0
PTPRS	0
AIM2	0
PSME1	0
PSME2	0
PSME3	0
TRPV2	0
IL17RA	0
IL17RB	0
IL18BP	0
IL1RL2	0
IL36A	0
IL36B	0
CKAP5	0
PPP1R14B	0
PPP1R14C	0
DOK5	0
PELI1	0
IRF8	0
KPNA5	0
KPNA7	0
JAML	0
CD226	0
PI4KA	0
PI4KB	0
DPF2	0
SIGLEC10	0
DBP	0
STAP2	0
GTF2B	0
KCND2	0
SLC12A2	0
PAX9	0
CBX2	0
CBX6	0
PHC1	0
PHC2	0
PHC3	0
SCMH1	0
ANXA5	0
NRP1	0
SH2D2A	0
PRC1	0
KISS1R	0
STAP1	0
ATP1A1	0
ATP1A2	0
ATP1A3	0
ATP1A4	0
ATP1B1	0
ATP1B2	0
ATP1B3	0
ATP1B4	0
FXYD2	0
TRPV5	0
FBXO38	0
C1QBP	0
KIF2B	0
SV2A	0
SV2B	0
SV2C	0
CD33	0
LHX2	0
CDX1	0
ISL1	0
ISL2	0
CFL2	0
NTNG2	0
NTNG1	0
MSN	0
SH3GL1	0
SNAPIN	0
TNFRSF14	0
WASHC1	0
CCNT1	0
RUSC1	0
GLRX	0
QARS	0
ZNF622	0
BMF	0
CAD	0
CIC	0
ETV6	0
ETV7	0
IL16	0
MBP	0
NFATC4	0
NOX5	0
PCYT1A	0
PCYT1B	0
PLA1A	0
PLA2G16	0
PRDX6	0
SP3	0
TFEB	0
TOB1	0
ATN1	0
PPM1J	0
STMN2	0
ELK4	0
GDI1	0
HSPB2	0
KRT19	0
LSP1	0
ELK3	0
ZNHIT1	0
HSPB8	0
KARS	0
MAGEA11	0
MYL1	0
NCKIPSD	0
SULT4A1	0
APLP2	0
EIF4ENIF1	0
MFN2	0
AATF	0
BAG2	0
RAB11FIP2	0
UTRN	0
MGA	0
MNT	0
MXD3	0
MXD4	0
MXI1	0
RECQL4	0
SMARCC2	0
GLMN	0
KLRK1	0
KCNH2	0
SCAI	0
MLNR	0
TIMP2	0
TIMP4	0
DMC1	0
HIST3H3	0
ALG12	0
ALG3	0
ALG9	0
MOCS3	0
HIST1H2BB	0
EIF4EBP2	0
EIF4EBP3	0
ISCU	0
MAF1	0
ZFPM1	0
ZNF281	0
MYL6	0
MYL6B	0
RPE65	0
GUCY2D	0
CYP7B1	0
FABP6	0
SLC10A2	0
TIGIT	0
SCNN1A	0
CEP250	0
NEK6	0
MAFG	0
POLR3A	0
POLR3B	0
POLR3C	0
POLR3D	0
POLR3E	0
POLR3F	0
POLR3G	0
POLR3GL	0
POLR3H	0
POLR3K	0
ZNF467	0
ZNF638	0
EPB41L1	0
PRDM4	0
SMPD2	0
BEX3	0
DKC1	0
KCNN4	0
SOX10	0
DTX2	0
DTX3	0
DTX3L	0
NPFFR1	0
NPFFR2	0
NOP2	0
POU1F1	0
NLGN1	0
NLGN2	0
NLGN3	0
NLGN4X	0
NLGN4Y	0
UNC5C	0
UNC5D	0
KIDINS220	0
KCNA3	0
NTSR2	0
TUBD1	0
MGC16025	0
NUTF2	0
TYR	0
LINGO1	0
SPTLC2	0
SPTLC3	0
